League,Team,Matches,Wins,Draws,Losses,Points,Expected Points,Goals For,Goals Against,Goal Difference,Avg Age,Possession %,Goals p90,xG p90,Shots p90,Shot Accuracy %,Crosses p90,Dribbles p90,Touches in Box p90,xG Against p90,Goals Against p90,Shots Against p90,Defensive Duels p90,Defensive Duels Won %,Aerial Duels p90,Aerial Duels Won %,PPDA,Passes p90,Pass Accuracy %,Through Passes p90,Passes to Final Third p90,Passes to Final Third Acc %,Long Passes p90,Long Pass Accuracy %,Progressive Passes p90,Progressive Runs p90
Ireland 1,Cork City,36,4,12,20,24,35.2,33,61,-28,24.3,46.7,0.84,0.96,9.43,29.0,12.7,22.46,12.47,1.65,1.56,13.21,64.52,62.7,48.53,42.9,11.24,322.13,75.7,3.63,46.97,57.8,49.98,46.2,64.37,12.14
Ireland 1,Waterford FC,36,11,6,19,39,38.0,41,60,-19,25.0,45.9,1.04,1.19,9.93,33.2,14.06,14.93,15.44,1.69,1.52,13.25,62.63,61.0,57.96,41.6,10.63,316.43,75.4,3.91,52.2,59.2,54.36,50.1,65.4,10.51
Ireland 1,Galway United,36,9,12,15,39,49.4,37,44,-7,29.2,40.2,0.95,1.43,11.31,30.8,17.82,17.0,17.15,1.47,1.13,12.26,56.67,62.4,69.37,48.9,11.51,256.41,70.5,3.81,50.17,58.7,56.08,53.0,66.66,9.29
Ireland 1,Drogheda United,36,12,15,9,51,43.6,38,38,0,26.5,35.7,0.96,1.08,9.01,32.4,12.01,15.72,14.62,1.38,0.96,12.36,64.49,61.3,65.22,43.3,13.76,228.01,66.1,4.85,46.84,49.9,54.43,44.8,58.9,8.02
Romania 1,FCS Bucureşti,28,12,7,9,43,53.1,43,35,8,28.0,58.9,1.4,1.9,14.7,38.2,16.13,17.49,22.46,1.01,1.14,8.7,53.13,63.3,32.55,46.1,8.73,436.76,82.8,3.67,52.58,70.4,44.85,59.0,72.8,15.16
Romania 1,Dinamo Bucureşti,28,14,10,4,52,51.0,42,25,17,26.7,58.7,1.38,1.61,12.43,38.5,14.0,19.41,21.05,0.83,0.82,8.2,53.67,65.2,34.75,50.4,9.42,454.59,85.2,3.08,48.56,70.7,36.46,54.3,66.2,15.8
Romania 1,Universitatea Craiova,28,16,8,4,56,51.6,50,25,25,26.2,58.0,1.64,1.54,12.87,37.0,14.71,19.24,18.95,0.91,0.82,8.04,55.59,63.6,28.8,47.5,9.02,455.06,84.3,3.97,51.55,69.9,44.75,57.6,67.8,17.3
Romania 1,Oţelul,28,11,8,9,41,43.6,39,26,13,28.7,53.4,1.28,1.44,11.69,32.9,15.3,17.07,14.81,1.2,0.85,11.62,59.79,62.3,38.45,46.1,8.59,374.84,80.6,4.14,47.18,64.9,48.92,53.2,69.25,11.62
Romania 1,Farul Constanţa,28,10,7,11,37,38.8,38,34,4,27.5,52.4,1.24,1.35,12.07,32.1,13.6,19.84,16.43,1.35,1.11,12.03,62.52,62.6,35.06,46.8,8.88,375.97,79.4,5.04,49.5,65.8,52.2,53.7,71.23,13.6
Romania 1,Rapid Bucureşti,28,15,7,6,52,42.5,44,28,16,27.2,51.7,1.45,1.31,11.22,33.5,13.17,18.65,16.6,1.15,0.92,11.02,62.84,62.1,32.44,42.6,11.99,406.47,83.3,3.17,46.34,68.7,43.14,55.2,62.28,15.08
Romania 1,Botoşani,28,11,9,8,42,37.2,36,25,11,27.6,51.7,1.22,1.21,11.48,34.0,9.78,17.29,16.75,1.19,0.82,10.67,64.93,61.6,38.19,38.4,8.98,333.91,76.8,4.89,49.33,59.6,52.19,50.1,67.51,11.69
Romania 1,Universitatea Cluj,28,14,6,8,48,40.4,41,26,15,28.5,51.6,1.35,1.23,10.39,34.3,12.04,21.7,15.96,1.14,0.86,12.1,58.27,63.8,30.54,49.6,12.76,408.25,84.1,3.26,43.3,69.9,41.92,56.7,63.55,15.14
Romania 1,CFR Cluj,28,13,8,7,47,40.9,45,39,6,27.2,49.8,1.51,1.34,12.49,43.5,11.75,15.18,16.39,1.2,1.31,10.34,55.81,64.4,32.64,46.7,10.47,370.85,80.2,3.16,51.68,62.3,43.25,48.2,64.34,10.91
Romania 1,Metaloglobus,28,2,5,21,11,21.9,22,62,-40,27.9,48.4,0.72,0.91,8.66,35.4,13.11,16.27,11.5,1.85,2.04,14.03,61.34,61.3,35.71,37.7,12.82,345.27,80.0,2.67,42.5,65.4,41.74,52.3,62.46,12.32
Romania 1,UTA Arad,28,11,9,8,42,35.4,35,38,-3,27.8,47.7,1.15,1.19,11.14,36.2,14.28,21.68,15.23,1.39,1.24,11.72,61.18,64.0,39.92,41.8,9.76,332.03,77.7,3.05,46.83,60.4,46.34,49.5,61.44,14.77
Romania 1,Argeș,28,14,4,10,46,41.1,36,28,8,27.7,44.5,1.19,1.02,9.75,30.5,12.32,16.35,13.51,0.9,0.93,9.05,62.54,64.4,46.72,46.0,9.74,269.07,73.7,2.18,44.21,54.0,50.78,50.4,57.36,10.61
Romania 1,Hermannstadt,28,3,8,17,17,36.2,24,49,-25,27.2,44.5,0.79,1.08,9.7,30.0,14.64,19.27,15.66,1.22,1.62,10.76,60.53,67.5,33.77,44.1,14.03,342.52,78.9,3.87,45.53,64.8,43.28,54.1,63.15,13.77
Romania 1,Petrolul 52,28,6,10,12,28,33.1,22,30,-8,27.7,44.5,0.72,1.01,9.72,27.6,12.69,15.11,12.56,1.21,0.98,11.29,64.06,62.6,34.48,45.9,12.27,323.42,78.7,3.3,43.02,63.1,39.59,50.6,60.07,10.14
Romania 1,Unirea Slobozia,28,7,3,18,24,26.2,26,44,-18,28.5,42.7,0.85,0.89,8.83,33.1,10.83,14.51,9.78,1.56,1.44,13.16,58.95,61.8,35.65,41.9,14.46,302.26,76.1,3.35,42.05,57.2,50.84,50.7,62.2,9.78
Romania 1,Csikszereda Miercurea Ciuc,28,7,7,14,28,22.6,28,57,-29,28.1,41.2,0.92,0.95,9.69,35.3,9.86,17.45,10.12,1.88,1.87,14.1,60.53,60.2,30.39,45.2,15.72,288.3,77.4,4.4,38.64,62.0,45.71,51.8,60.1,10.19
Russia 1,Zenit,18,11,6,1,39,33.7,34,12,22,26.6,60.5,1.72,1.64,10.95,44.2,14.08,20.13,20.28,0.83,0.61,8.07,45.3,64.7,39.15,50.4,9.82,426.44,86.2,3.03,50.4,79.5,39.05,60.5,69.27,15.24
Russia 1,Spartak Moskva,18,8,5,5,29,29.1,26,23,3,25.5,60.1,1.3,1.41,11.57,29.9,15.93,20.43,18.68,1.1,1.15,8.91,55.09,62.9,38.41,44.9,6.89,427.91,83.9,3.36,49.33,74.6,36.96,57.3,65.76,14.17
Russia 1,Krasnodar,18,12,4,2,40,33.0,37,12,25,27.9,57.7,1.98,1.78,13.3,31.5,11.1,14.21,21.67,0.87,0.59,8.47,54.98,64.3,39.85,46.2,9.0,375.45,83.6,1.98,42.69,70.2,42.0,60.3,65.17,11.69
Russia 1,Dinamo Moskva,18,5,6,7,21,30.4,27,26,1,26.6,54.7,1.36,1.77,13.47,31.7,15.54,15.28,19.11,1.21,1.31,8.15,54.8,64.9,46.66,46.9,7.65,366.59,80.3,3.62,51.28,69.5,54.1,59.8,71.55,15.59
Russia 1,CSKA Moskva,18,11,3,4,36,25.1,30,17,13,25.5,54.7,1.52,1.4,11.46,33.9,12.88,17.17,15.45,1.45,0.86,11.97,54.14,58.2,34.24,47.1,9.63,388.23,83.8,3.08,51.21,73.1,38.54,59.0,62.17,14.29
Russia 1,Rostov,18,5,6,7,21,28.8,15,20,-5,25.3,50.0,0.75,1.31,10.89,30.9,13.09,13.75,16.0,1.02,1.0,7.37,48.16,64.5,63.96,47.2,8.91,311.04,78.0,4.46,52.27,62.1,55.38,56.7,66.27,9.63
Russia 1,Dynamo Makhachkala,18,3,6,9,15,22.2,8,21,-13,25.5,48.9,0.41,0.93,8.95,29.0,13.17,18.66,13.78,1.11,1.07,9.36,57.1,64.0,56.8,42.0,8.37,315.15,75.7,4.02,53.19,61.1,53.03,52.2,66.31,9.2
Russia 1,Akhmat Grozny,18,6,4,8,22,26.2,22,25,-3,27.6,48.4,1.11,1.36,10.72,31.5,11.52,18.66,16.0,1.25,1.26,10.56,54.58,64.1,36.67,42.0,11.12,304.06,79.2,2.11,42.46,68.0,44.57,55.1,58.76,13.13
Russia 1,Orenburg,18,2,6,10,12,21.2,17,29,-12,26.3,48.0,0.85,1.09,9.7,33.7,14.72,15.33,17.34,1.48,1.46,10.75,60.7,65.5,46.18,42.1,9.0,299.95,77.7,2.01,41.76,65.7,42.46,55.5,60.35,11.66
Russia 1,Sochi,18,2,3,13,9,11.5,16,41,-25,27.7,47.8,0.86,0.75,6.91,31.0,10.29,15.76,10.94,1.85,1.93,12.86,57.62,62.3,42.13,43.3,12.03,337.27,79.7,2.2,39.93,64.8,44.6,55.2,66.04,12.01
Russia 1,Lokomotiv Moskva,18,10,7,1,37,29.1,39,23,16,26.3,47.3,1.96,1.83,12.27,38.9,13.27,12.87,19.36,1.51,1.16,10.56,54.55,61.8,46.91,51.1,10.89,338.73,80.0,3.57,45.4,64.7,44.2,53.8,62.09,10.11
Russia 1,Baltika,18,9,8,1,35,28.2,24,7,17,25.7,46.7,1.21,1.3,10.72,36.3,11.88,14.41,15.98,1.03,0.35,10.01,64.67,61.8,60.78,44.8,7.06,273.79,75.8,4.2,45.25,62.5,53.65,57.2,66.54,9.15
Russia 1,Akron Togliatti,18,5,6,7,21,21.1,22,26,-4,26.8,46.0,1.11,1.19,9.06,36.9,14.47,15.63,15.58,1.44,1.32,12.95,56.46,61.4,44.67,42.7,9.53,276.27,77.7,1.87,43.56,68.5,42.85,57.0,61.01,9.71
Russia 1,Krylya Sovetov,18,4,5,9,17,14.5,20,33,-13,27.4,44.9,1.02,0.81,7.4,33.1,9.04,12.4,10.98,1.77,1.68,14.34,55.18,60.3,39.67,49.4,12.69,328.04,78.1,3.37,39.31,62.3,45.94,49.2,62.94,8.32
Russia 1,Nizhny Novgorod,18,4,2,12,14,17.4,12,28,-16,24.8,44.3,0.61,0.93,9.21,37.6,10.59,20.11,12.01,1.65,1.43,11.5,65.72,62.6,42.15,42.0,11.4,290.16,78.1,5.24,38.48,64.8,41.44,52.0,58.34,12.17
Russia 1,Rubin Kazan',18,6,5,7,23,24.9,16,22,-6,26.5,40.3,0.81,1.15,8.65,31.8,9.37,15.12,12.17,1.12,1.12,9.62,60.88,63.9,41.74,46.0,11.27,286.19,76.3,3.72,38.08,60.4,40.67,49.6,58.69,9.77
Scotland 1,Celtic,27,17,3,7,54,51.9,49,28,21,27.6,65.6,1.68,1.93,14.62,35.0,22.71,20.59,30.91,1.01,0.96,7.62,47.93,59.8,38.53,48.6,8.52,584.85,87.4,6.07,68.31,80.4,34.72,51.5,79.5,21.69
Scotland 1,Rangers,28,15,11,2,56,46.8,49,23,26,25.6,59.4,1.6,1.6,13.98,39.1,16.97,25.78,22.57,1.04,0.75,9.14,54.56,64.8,37.4,46.8,8.89,442.47,85.3,3.8,53.45,73.7,36.52,53.2,68.45,17.06
Scotland 1,Motherwell,27,13,11,3,50,46.8,45,18,27,26.4,58.9,1.55,1.52,11.4,39.5,14.63,19.1,19.34,1.09,0.62,8.86,56.13,62.8,32.22,43.4,10.17,495.03,86.0,3.19,51.66,71.3,40.12,56.4,73.0,17.79
Scotland 1,Hearts,28,18,6,4,60,49.2,51,24,27,27.7,51.1,1.68,1.59,11.8,39.4,14.9,19.02,18.59,0.99,0.79,8.67,57.51,64.9,57.28,49.7,9.16,370.94,80.1,2.77,50.88,64.8,45.87,54.8,70.66,11.2
Scotland 1,Falkirk,28,11,6,11,39,38.5,32,36,-4,26.0,50.3,1.06,1.24,9.97,35.1,16.48,17.08,14.6,1.28,1.19,10.57,64.8,61.8,45.84,45.2,10.2,364.0,78.8,3.73,49.14,58.7,50.57,50.4,65.66,11.69
Scotland 1,Aberdeen,27,8,5,14,29,30.9,28,38,-10,25.8,48.3,0.95,1.31,10.07,34.5,12.72,17.76,16.39,1.67,1.29,13.03,62.79,61.5,38.27,44.0,11.07,356.94,80.5,3.95,44.05,63.2,43.78,48.0,62.18,13.33
Scotland 1,Hibernian,28,12,9,7,45,44.2,45,32,13,27.5,48.0,1.49,1.47,11.23,40.0,15.85,15.55,18.26,1.18,1.06,9.97,53.62,58.9,42.42,45.0,13.61,364.13,82.0,3.37,44.74,64.3,43.81,52.9,66.29,11.19
Scotland 1,Dundee,27,7,6,14,27,29.4,24,42,-18,25.2,44.7,0.82,1.02,8.72,33.3,14.32,19.89,11.52,1.38,1.44,12.99,50.32,62.6,40.64,51.5,18.1,310.44,78.8,1.44,42.62,56.2,38.11,42.8,53.94,12.92
Scotland 1,St. Mirren,27,5,8,14,23,35.6,21,42,-21,27.0,44.3,0.72,1.21,10.06,33.0,17.76,14.65,17.83,1.35,1.44,10.64,60.95,61.1,46.85,41.1,11.96,320.92,78.1,3.25,49.83,62.8,51.13,54.8,68.61,10.51
Scotland 1,Livingston,28,1,10,17,13,22.7,30,58,-28,28.6,44.0,0.98,0.94,7.92,38.7,13.92,15.71,12.84,1.97,1.89,12.65,64.87,57.9,46.91,42.4,11.89,318.83,78.1,2.77,44.14,62.9,49.87,54.2,66.43,10.56
Scotland 1,Dundee United,27,6,12,9,30,33.0,34,43,-9,24.9,42.1,1.16,1.27,10.68,36.3,15.31,16.87,17.24,1.57,1.46,12.93,60.41,61.8,53.03,44.1,12.25,280.37,73.6,3.37,43.54,57.0,47.89,49.4,65.24,12.31
Scotland 1,Kilmarnock,28,4,9,15,21,30.2,31,55,-24,25.1,41.1,1.03,1.26,9.2,37.1,13.84,12.02,14.43,1.8,1.82,12.55,64.02,60.2,49.15,46.2,13.38,294.43,76.1,3.28,47.83,59.8,50.05,54.5,68.22,7.88
Scotland 2,St. Johnstone,26,14,9,3,51,48.5,47,21,26,25.8,62.0,1.77,1.6,14.79,34.6,18.63,25.22,24.73,0.83,0.75,6.81,47.24,63.7,50.4,48.4,8.11,477.4,84.4,2.22,60.64,71.4,47.24,56.4,81.76,18.9
Scotland 2,Partick Thistle,26,13,9,4,48,42.5,40,30,10,26.0,54.8,1.55,1.65,13.18,36.2,18.61,21.13,20.55,1.03,1.05,10.04,58.24,63.4,46.38,50.4,9.66,414.71,79.6,3.1,59.6,63.4,57.27,50.8,80.46,15.7
Scotland 2,Dunfermline Athletic,25,8,6,11,30,27.7,33,32,1,22.9,50.4,1.28,1.08,10.12,38.5,18.26,16.7,13.94,1.52,1.17,10.74,56.64,64.7,61.58,48.7,10.49,367.16,76.6,2.57,54.69,60.9,55.16,50.9,76.61,10.74
Scotland 2,Ayr United,24,7,12,5,33,35.5,30,27,3,27.4,49.8,1.22,1.36,10.5,36.8,18.07,16.8,17.13,1.11,1.02,9.56,57.98,64.1,66.28,48.4,11.38,339.45,75.9,1.87,55.7,62.2,56.8,52.7,75.96,10.82
Scotland 2,Airdrieonians,26,5,8,13,23,25.2,20,34,-14,24.5,49.4,0.76,0.94,8.92,34.7,11.83,13.72,13.53,1.48,1.28,11.9,64.08,63.8,57.36,41.4,12.9,389.4,79.0,1.89,55.69,56.7,57.36,45.5,72.32,10.58
Scotland 2,Raith Rovers,26,7,9,10,30,33.1,28,26,2,29.1,49.4,1.05,1.08,9.79,34.2,15.59,13.82,13.9,1.13,0.98,9.45,60.14,64.0,65.64,44.6,10.93,356.57,75.4,4.26,57.13,56.1,66.43,48.4,75.5,9.68
Scotland 2,Greenock Morton,26,6,12,8,30,32.5,27,33,-6,25.8,48.8,0.98,1.18,8.47,34.2,16.33,18.25,13.0,1.32,1.19,10.9,67.55,62.8,51.91,41.2,11.01,329.73,73.5,2.24,50.18,51.1,56.19,43.3,66.9,10.5
Scotland 2,Ross County,25,5,8,12,23,31.8,23,39,-16,28.3,47.4,0.87,1.24,10.62,32.3,16.69,15.41,13.56,1.35,1.47,11.9,58.62,64.1,64.27,45.7,10.35,321.42,76.3,2.67,50.63,61.3,57.49,56.4,72.11,9.0
Scotland 2,Arbroath,25,11,7,7,40,34.3,36,32,4,28.0,44.0,1.35,1.15,10.16,36.9,13.23,13.72,11.81,1.12,1.2,10.01,61.77,65.9,63.2,44.9,11.23,296.35,72.5,1.84,47.94,52.0,60.57,47.2,66.16,8.43
Scotland 2,Queen's Park,25,6,10,9,28,28.1,28,38,-10,25.4,43.1,1.1,1.14,7.48,38.7,10.93,18.02,12.89,1.49,1.45,12.69,66.19,63.1,52.83,40.6,12.97,302.19,74.5,1.76,44.22,54.5,55.85,48.7,66.11,9.4
Serbia 1,Crvena Zvezda,24,18,3,3,57,58.8,72,19,53,26.2,64.0,2.74,2.76,19.51,40.4,20.5,24.73,30.98,0.8,0.72,7.09,50.3,64.5,26.86,52.6,7.84,508.15,85.7,4.53,65.54,77.2,38.83,60.7,83.37,19.24
Serbia 1,Partizan,24,17,2,5,53,40.4,55,30,25,24.2,59.1,2.09,1.71,13.48,45.4,14.08,19.93,21.03,1.23,1.14,10.25,56.56,64.6,27.03,48.2,9.68,429.35,84.3,3.11,52.12,75.2,41.45,53.1,71.48,18.45
Serbia 1,Bačka Topola,24,7,8,9,29,30.3,22,27,-5,26.2,54.1,0.85,1.18,11.52,29.4,14.1,17.57,15.91,1.31,1.04,10.21,66.96,62.0,29.01,43.3,8.27,397.72,81.8,5.16,54.55,67.0,45.15,48.8,68.73,13.52
Serbia 1,Železničar Pancevo,24,11,5,8,38,34.6,29,26,3,24.8,53.7,1.11,1.21,9.79,37.9,10.33,20.69,14.11,1.15,0.99,9.68,57.07,59.0,32.24,47.8,10.19,374.92,83.5,3.29,43.11,61.2,44.22,52.0,58.48,13.54
Serbia 1,Radnički Kragujevac,24,8,8,8,32,37.1,31,33,-2,27.1,53.4,1.17,1.43,12.69,35.0,16.46,27.72,17.1,1.2,1.24,8.89,61.38,63.5,32.54,45.3,9.78,348.06,81.0,3.54,45.34,69.1,39.88,52.8,61.23,20.11
Serbia 1,OFK Beograd,24,8,6,10,30,27.1,30,32,-2,24.1,52.1,1.15,1.19,9.57,36.0,12.09,17.41,14.62,1.61,1.22,14.23,63.06,62.5,29.39,47.1,10.48,346.15,79.4,3.71,45.57,59.3,44.04,46.2,63.83,12.97
Serbia 1,Vojvodina,24,15,4,5,49,36.3,44,24,20,26.4,51.0,1.66,1.41,12.38,38.7,17.4,20.53,17.13,1.2,0.91,9.77,68.23,65.7,34.42,44.7,9.24,357.17,80.0,5.58,48.91,66.4,44.6,51.9,67.43,14.64
Serbia 1,Radnički Niš,24,8,5,11,29,32.9,30,31,-1,26.6,50.1,1.14,1.18,10.41,35.0,13.83,18.43,13.45,1.21,1.14,9.84,63.85,64.5,35.35,42.9,10.69,337.42,80.4,3.27,46.82,66.1,44.05,54.6,65.64,12.39
Serbia 1,Čukarički,24,8,7,9,31,34.5,35,38,-3,26.4,48.9,1.34,1.48,10.88,38.9,14.08,13.89,15.65,1.42,1.45,11.87,60.99,60.5,43.47,47.8,8.95,325.46,79.2,3.13,50.31,66.2,48.32,58.1,67.86,10.69
Serbia 1,Spartak Subotica,24,3,8,13,17,23.1,27,45,-18,25.1,47.2,1.03,0.93,8.33,38.5,9.32,15.13,13.41,1.6,1.72,12.23,66.69,61.2,33.48,43.3,9.92,336.31,79.1,4.51,45.75,59.5,45.36,49.5,61.91,11.69
Serbia 1,Radnik Surdulica,24,9,5,10,32,36.6,30,29,1,25.5,47.1,1.14,1.23,10.95,34.1,13.28,17.55,15.83,1.15,1.11,9.31,69.05,62.5,38.46,43.8,9.65,303.84,77.4,2.94,48.95,62.9,47.99,53.7,66.04,10.91
Serbia 1,IMT Novi Beograd,24,8,4,12,28,33.2,27,43,-16,25.3,46.5,1.04,1.22,10.01,34.2,15.1,17.75,14.13,1.21,1.66,10.86,67.12,63.2,39.86,43.3,9.9,329.5,78.5,1.89,44.09,67.2,46.06,57.9,68.01,11.63
Serbia 1,Napredak Kruševac,24,2,6,16,12,17.5,21,50,-29,25.1,45.4,0.81,0.86,8.53,26.6,14.44,15.36,14.52,1.9,1.92,12.94,64.76,60.2,36.38,48.2,11.05,317.59,78.0,2.65,41.72,62.2,43.21,52.3,64.72,9.45
Serbia 1,Novi Pazar,24,11,6,7,39,37.7,31,31,0,25.5,44.7,1.19,1.35,11.15,36.4,13.3,15.9,14.83,1.13,1.19,10.42,66.44,62.5,40.92,43.7,9.84,297.78,77.8,2.45,42.64,61.9,44.18,50.5,61.23,11.49
Serbia 1,Javor Ivanjica,24,6,8,10,26,29.4,24,34,-10,24.4,41.6,0.92,1.09,8.74,43.9,11.5,16.25,13.26,1.46,1.3,13.38,66.77,61.2,36.34,48.4,13.66,294.65,79.4,2.57,35.95,61.2,42.32,53.1,60.06,11.88
Serbia 1,Mladost Lučani,24,6,9,9,27,24.3,18,34,-16,31.2,39.8,0.7,1.04,7.75,29.0,11.63,13.26,11.63,1.7,1.32,15.0,64.5,59.4,39.38,43.2,15.53,307.48,77.7,2.67,40.27,60.3,46.63,55.9,65.39,9.5
Slovakia 1,Slovan Bratislava,21,13,4,4,43,30.6,43,30,13,27.9,60.8,1.87,1.51,12.06,33.6,15.01,18.5,21.59,1.44,1.31,10.58,50.79,62.0,28.24,44.2,9.22,478.77,85.5,4.96,56.71,71.5,39.73,50.4,68.85,15.36
Slovakia 1,DAC,21,12,6,3,42,39.4,39,20,19,24.8,59.3,1.7,2.0,15.52,36.2,15.26,23.85,20.97,1.18,0.87,10.6,53.68,63.3,32.35,48.9,8.36,411.98,84.8,3.92,50.93,74.3,41.77,59.3,71.21,17.4
Slovakia 1,Spartak Trnava,21,11,4,6,37,38.2,35,24,11,28.4,55.5,1.52,1.65,12.84,30.2,14.85,16.33,22.47,1.0,1.04,8.66,62.74,62.0,34.62,48.1,7.8,400.49,81.6,4.44,57.34,65.4,45.81,51.6,73.85,12.19
Slovakia 1,Trenčín,21,6,3,12,21,23.0,17,37,-20,23.2,54.0,0.75,1.28,10.76,26.6,18.12,27.3,15.96,1.88,1.63,13.23,62.31,62.2,33.16,47.9,8.46,355.99,80.5,1.72,42.29,64.1,40.83,53.7,62.75,16.45
Slovakia 1,Podbrezová,21,10,3,8,33,34.9,42,28,14,24.3,52.5,1.85,1.88,13.1,40.4,15.04,17.95,19.89,1.41,1.23,11.46,63.23,61.4,33.56,46.1,9.85,375.57,80.8,4.85,50.71,63.7,45.29,52.9,69.05,12.92
Slovakia 1,Zemplín Michalovce,21,8,5,8,29,26.4,32,34,-2,26.4,50.6,1.4,1.36,11.31,41.3,12.62,18.65,16.94,1.48,1.48,11.62,55.76,59.4,32.97,46.8,10.86,361.75,82.2,3.06,46.38,63.9,42.58,52.9,62.1,14.89
Slovakia 1,FC Košice,21,6,3,12,21,28.5,33,42,-9,25.9,48.5,1.46,1.49,12.98,37.4,12.84,16.64,19.95,1.57,1.85,11.08,62.28,62.1,35.49,48.9,11.5,380.57,81.1,3.18,50.32,66.2,44.1,52.7,71.77,12.45
Slovakia 1,Žilina,21,11,6,4,39,30.0,45,27,18,25.0,48.0,1.99,1.61,11.03,42.0,11.51,18.09,15.93,1.57,1.19,12.75,57.04,61.0,29.87,46.1,11.03,342.0,78.9,4.68,43.32,58.8,41.16,49.1,66.88,11.07
Slovakia 1,Tatran Prešov,21,4,9,8,21,27.9,21,31,-10,28.2,43.3,0.91,1.12,9.86,33.5,11.65,14.78,16.69,1.14,1.35,11.73,63.06,64.7,38.29,48.0,13.32,314.89,78.7,3.91,40.15,64.4,43.72,53.6,64.58,10.39
Slovakia 1,Komárno,21,5,6,10,21,29.3,23,33,-10,27.8,42.3,1.0,1.39,10.8,37.5,16.9,12.59,16.6,1.44,1.44,11.81,62.86,61.1,46.39,43.3,11.34,300.89,76.2,2.27,45.3,61.1,52.32,56.9,69.96,8.41
Slovakia 1,Skalica,21,3,7,11,16,17.0,20,34,-14,27.5,42.2,0.92,1.02,9.43,29.8,15.08,19.91,15.77,1.83,1.52,13.93,65.4,61.8,43.14,39.1,10.98,296.12,74.7,3.82,44.66,63.7,46.91,51.6,69.03,11.96
Slovakia 1,Ružomberok,21,6,6,9,24,22.3,23,33,-10,24.0,41.6,1.06,1.02,9.6,36.5,12.88,13.21,17.04,1.48,1.39,12.24,62.48,59.1,40.17,39.8,12.18,265.43,74.0,1.52,39.94,54.1,46.32,49.4,58.97,9.19
Slovenia 1,Celje,22,15,5,2,50,47.1,58,22,36,25.7,63.6,2.45,2.18,14.34,38.9,14.47,26.19,27.55,0.97,0.93,8.55,57.25,60.1,18.24,47.8,7.14,460.37,87.4,4.61,50.27,81.4,26.45,59.8,68.12,22.09
Slovenia 1,Koper,23,11,6,6,39,35.1,46,35,11,27.0,54.1,1.85,1.8,12.96,35.0,14.08,24.88,20.62,1.61,1.4,10.87,59.18,60.3,28.61,48.1,8.56,346.0,82.7,3.49,38.76,67.8,38.2,56.9,58.18,16.25
Slovenia 1,Radomlje,22,9,5,8,32,25.7,33,38,-5,24.6,53.3,1.42,1.14,9.24,37.7,11.6,15.42,17.4,1.54,1.63,11.3,62.72,59.6,26.81,44.6,10.1,407.77,85.0,4.08,39.52,66.5,41.97,57.5,61.26,11.86
Slovenia 1,Olimpija,22,10,5,7,35,33.1,32,28,4,25.1,51.8,1.35,1.45,11.03,38.7,12.05,22.02,15.94,1.28,1.18,9.51,64.21,60.2,26.21,46.9,8.79,352.09,83.8,3.13,40.84,70.8,34.11,53.5,58.42,15.81
Slovenia 1,Maribor,22,12,5,5,41,39.2,43,26,17,26.3,50.3,1.83,2.04,12.14,40.9,15.96,20.76,22.08,1.4,1.1,11.72,66.95,59.9,30.57,46.7,7.56,332.19,81.8,3.35,41.73,70.8,38.97,56.8,62.49,17.53
Slovenia 1,Primorje,22,5,3,14,18,25.4,24,44,-20,24.2,48.9,1.02,1.12,9.88,36.9,10.94,13.44,12.42,1.47,1.87,11.11,66.43,61.3,35.36,48.1,8.77,338.63,80.5,3.52,43.54,67.0,47.4,58.9,63.55,9.92
Slovenia 1,Aluminij,22,8,4,10,28,26.7,33,38,-5,24.1,47.9,1.41,1.35,9.43,41.2,10.5,16.6,14.17,1.69,1.62,13.95,66.74,56.4,31.37,46.5,9.01,320.61,79.8,4.57,40.46,60.8,39.99,52.0,60.34,11.22
Slovenia 1,Mura,22,4,6,12,18,21.2,22,37,-15,24.0,46.8,0.93,0.92,9.85,30.2,13.8,13.8,15.25,1.61,1.57,10.75,71.18,58.9,31.01,39.2,9.75,324.83,79.9,3.53,40.86,66.0,42.94,57.0,61.42,11.34
Slovenia 1,Domžale,18,3,3,12,12,15.8,17,38,-21,23.1,43.9,0.89,0.99,8.65,30.1,10.16,14.17,10.16,1.75,1.93,12.72,63.53,61.3,27.78,48.2,14.85,306.69,79.8,1.98,34.5,64.8,36.01,55.0,54.93,11.41
Slovenia 1,AŠK Bravo,23,9,4,10,31,34.3,40,42,-2,22.7,38.6,1.64,1.55,12.99,40.7,13.57,20.49,20.94,1.38,1.72,11.07,66.84,61.6,34.18,35.7,13.83,295.7,76.2,3.65,42.5,66.3,35.82,48.7,62.34,14.92
South Africa 1,Mamelodi Sundowns,17,11,5,1,38,31.9,27,8,19,27.9,70.7,1.47,1.46,11.96,39.5,11.74,15.82,19.35,0.73,0.43,6.14,45.87,63.0,24.46,46.9,6.0,543.53,88.1,5.16,59.29,75.2,34.35,59.0,72.77,14.29
South Africa 1,Kaizer Chiefs,16,8,6,2,30,29.4,16,8,8,27.9,57.3,0.98,1.44,13.4,36.2,13.95,20.72,18.87,0.58,0.49,6.02,50.29,67.1,35.41,53.0,9.48,432.11,84.4,4.06,57.17,74.6,36.82,55.3,72.66,16.41
